交易年,消费大区,业务中类,首购订单数,复购订单数,唤醒订单数,会员数,作品数,款数,交易金额,交易件数,订单数,吊牌价均值,吊牌价标准差,吊牌价最小值,吊牌价10分位,吊牌价25分位,吊牌价中位数,吊牌价75分位,吊牌价90分位,吊牌价最大值,成交价均值,成交价标准差
2025,总体,其他,2474,3658,929,6187,10919,5214,2236528.5700000003,10919,7061,294.4702903196263,60.1108389046616,117.0,219.33454070885617,255.40111273926183,294.4702903196263,333.54225112189755,369.6078313032329,540.38,204.1835360380987,41.009209634581914
2025,总体,卫衣,13185,14824,4305,27341,48158,24058,42015499.89,48158,32314,1234.8977397317162,294.95660617135263,510.99,866.2033718177668,1043.1759595498152,1234.8977397317162,1426.6194694547114,1603.5915683790854,2091.25,886.6484490634995,175.61896777274805
2025,总体,抓绒夹克,5847,8300,1883,12925,25789,13528,29229488.99,25789,16030,1631.0439652565046,348.8495385629533,741.13,1194.982114855171,1404.2916565202215,1631.0439652565046,1857.7945406956453,2067.1040652991587,2881.06,1134.1327333359186,239.67219899957345
2025,总体,棉服,8371,10887,2177,16864,37116,22487,76296787.71,37116,21435,2951.4101004957433,636.4124717103136,1041.21,2155.893446222653,2537.7399749434207,2951.4101004957433,3365.0791240974245,3746.927860491432,5043.61,2044.8571632180187,383.4631776053454
2025,总体,短袖T恤,15908,22289,4960,35975,68398,34452,35033300.21,68398,43157,738.814070294453,161.45721760870202,290.47,536.9913384894294,633.8652223749232,738.814070294453,843.7590262873184,940.6332034562412,1358.96,517.4643847773327,111.54135457177112
2025,总体,短裤,7427,7632,2100,14273,26348,15584,14474241.2,26348,17159,802.5206687414604,181.37055070593593,333.55,575.8080658873539,684.6292120844087,802.5206687414604,920.408416198573,1029.2325436465765,1453.13,557.399907772886,114.62047062395628
2025,总体,羽绒服,10126,17446,3640,25775,52165,26397,137216880.9,52165,31212,3749.180951020799,825.5787589379854,1582.43,2717.2063761142526,3212.5520872232337,3749.180951020799,4285.806873190836,4781.1523049937705,6300.76,2676.0944547110134,536.5873409374101
2025,总体,衬衫,9078,11402,3221,20375,36137,20264,27494331.440000005,36137,23701,1123.9076885186928,268.54036278606407,463.27,788.232476685945,949.356193375211,1123.9076885186928,1298.4555070979882,1459.582981985223,1895.8,775.8440767080831,153.51230151921857
2025,总体,软壳夹克,13626,16426,4863,29265,56279,27877,99360978.19,56279,34915,2558.9415440928233,547.7960573215587,925.11,1874.1954267133392,2202.87236091615,2558.9415440928233,2915.0090492013005,3243.6846432950124,4663.5,1721.3893123545197,330.16467847687414
2025,总体,连衣裙,2149,2843,670,4810,9299,5700,10268401.29,9299,5662,1545.3143262716424,345.0794633831595,601.17,1113.9652360468865,1321.0125508119152,1545.3143262716424,1769.6150155930748,1976.6644133777825,2584.1,1150.997129798903,265.5485955479084
2025,总体,配件,8584,12176,2720,19109,37794,18815,11316424.29,37794,23480,423.1740128062656,86.68079880404295,193.32,314.82310022754933,366.8313306344922,423.1740128062656,479.5173781552628,531.524649415251,699.59,298.1213144943642,62.70051198602954
2025,总体,针织夹克,5818,8656,2154,14458,26334,14982,27408550.4,26334,16628,1424.3399498746865,324.7521257689679,553.34,1018.4001036682616,1213.2512584491533,1424.3399498746865,1635.4319609630138,1830.2827565124933,2621.25,1042.8043145743147,209.08751158198527
2025,总体,长袖T恤,12372,19516,4679,30455,58857,35656,39710432.27,58857,36567,960.2705868460844,215.39812783526176,305.55,691.0245878994854,820.2632599350969,960.2705868460844,1100.278953055711,1229.51741237236,1671.87,671.8884424962196,135.44446115160474
2025,总体,长裤,16949,17546,5027,33058,57710,33072,54804719.56000001,57710,39522,1363.4062722231847,337.21521400103967,476.13,941.88771426096,1144.217638364235,1363.4062722231847,1582.597766071738,1784.9245905389012,2408.28,958.1484815456594,183.9403403223012
2025,总体,防水夹克,18060,28677,5734,42916,92087,50330,220746660.87,92087,52471,3320.6772005820585,778.2751955216262,1168.31,2347.835493717897,2814.7997431776475,3320.6772005820585,3826.555856852758,4293.521663969942,5315.13,2427.724853779578,444.2094037160511
2025,总体,防风夹克,11363,13821,3800,26187,45339,24056,79172458.13999999,45339,28984,2411.4326454046186,613.0663770705133,877.24,1645.0995522618496,2012.938803899513,2411.4326454046186,2809.9277280045876,3177.7675394252187,4515.85,1746.6874381878738,357.17844195946094
2025,总体,鞋,9383,13614,3644,22503,43023,24907,67292411.26,43023,26641,2181.8986556028176,452.11201589847286,856.97,1616.757518304163,1888.0252351068032,2181.8986556028176,2475.7731415754365,2747.0402507960857,3535.17,1506.4641298840154,290.3299655997955
2025,总体,马夹,5735,8359,1824,13544,25301,14235,32918681.659999996,25301,15918,1827.0254254772544,422.6354294296668,735.41,1298.728996087111,1552.3128326943597,1827.0254254772544,2101.7389217817476,2355.3216896565355,3089.77,1290.284547251097,267.197397731315
2026,可隆-东北,POLO,1158,1284,306,2617,4851,2851,3017091.32,4851,2748,1044.41,165.35,730.23,837.72,936.93,1044.41,1151.89,1251.1,1391.65,664.98,106.35
2026,可隆-东北,三合一夹克,1075,927,73,1733,3812,2579,10206343.56,3812,2075,3863.46,662.87,2604.01,3034.88,3432.6,3863.46,4294.33,4692.05,5255.49,2732.49,737.87
2026,可隆-东北,其他,185,192,47,459,678,450,167907.19,678,424,311.85,65.5,187.41,229.98,269.28,311.85,354.43,393.72,449.4,248.56,34.75
2026,可隆-东北,卫衣,1370,2135,570,3273,5840,3047,3370916.71,5840,4075,1030.5,198.83,652.73,781.97,901.26,1030.5,1159.74,1279.03,1448.04,575.2,91.95
2026,可隆-东北,抓绒夹克,432,434,102,845,1674,1210,2679148.62,1674,968,1913.74,494.25,974.67,1295.93,1592.48,1913.74,2235.0,2531.55,2951.67,1459.72,327.5
2026,可隆-东北,棉服,1012,1252,396,2397,4533,3071,7331275.87,4533,2660,2520.08,788.19,1022.53,1534.85,2007.76,2520.08,3032.4,3505.31,4175.27,1721.3,471.16
2026,可隆-东北,短袖T恤,1741,1933,656,3806,6121,3863,3435137.0,6121,4330,822.85,201.88,439.27,570.49,691.62,822.85,954.07,1075.21,1246.81,556.02,93.55
2026,可隆-东北,短裤,768,704,161,1810,2382,1219,1477942.57,2382,1633,860.43,266.7,353.7,527.06,687.08,860.43,1033.79,1193.81,1420.5,614.92,133.11
2026,可隆-东北,羽绒服,1039,1240,293,2078,4342,2712,10925339.74,4342,2572,3953.77,747.78,2533.0,3019.05,3467.72,3953.77,4439.83,4888.49,5524.1,2488.62,549.8
2026,可隆-东北,衬衫,646,1573,251,1835,4135,1577,3364240.2,4135,2470,1084.48,285.43,542.16,727.69,898.95,1084.48,1270.01,1441.27,1683.89,790.64,136.58
2026,可隆-东北,软壳夹克,1058,903,317,2300,3504,2446,8108061.11,3504,2278,3331.52,641.3,2113.06,2529.9,2914.68,3331.52,3748.37,4133.15,4678.25,2403.1,381.39
2026,可隆-东北,连衣裙,360,274,85,549,1205,659,1555735.65,1205,719,1515.72,470.75,621.29,927.28,1209.73,1515.72,1821.71,2104.16,2504.3,1182.3,246.87
2026,可隆-东北,配件,1091,1173,464,2550,4390,2374,1596062.64,4390,2728,430.85,84.55,270.21,325.17,375.89,430.85,485.81,536.54,608.4,357.86,66.02
2026,可隆-东北,针织夹克,947,1045,188,2081,3316,2098,2866034.66,3316,2180,1457.93,260.39,963.2,1132.45,1288.68,1457.93,1627.18,1783.41,2004.74,843.44,223.45
2026,可隆-东北,长袖T恤,1617,1250,447,3182,5509,3568,3298495.82,5509,3314,954.28,285.72,411.41,597.13,768.56,954.28,1140.0,1311.43,1554.29,645.27,126.63
2026,可隆-东北,长裤,1333,1572,90,2705,4640,2148,4691976.74,4640,2995,1561.72,270.12,1048.48,1224.06,1386.14,1561.72,1737.3,1899.37,2128.98,978.38,184.72
2026,可隆-东北,防水夹克,1567,4210,941,5857,9840,6749,24603615.71,9840,6718,3119.97,798.9,1602.07,2121.35,2600.69,3119.97,3639.25,4118.59,4797.66,2412.96,469.45
2026,可隆-东北,防风夹克,976,1098,64,1937,3387,1432,5638745.9,3387,2138,2229.41,460.11,1355.2,1654.27,1930.34,2229.41,2528.48,2804.55,3195.64,1524.6,255.07
2026,可隆-东北,鞋,1645,1241,458,2869,5131,3222,7752716.41,5131,3344,1856.52,271.02,1341.58,1517.75,1680.36,1856.52,2032.68,2195.29,2425.66,1535.67,196.95
2026,可隆-东北,马夹,623,450,163,1119,1925,1274,2957041.35,1925,1236,2085.75,478.22,1177.13,1487.97,1774.9,2085.75,2396.59,2683.52,3090.01,1657.64,287.87
2026,可隆-华东,POLO,1349,1648,496,2923,5746,3657,3696820.6,5746,3493,862.73,239.99,406.75,562.74,706.73,862.73,1018.72,1162.71,1366.7,659.4,104.71
2026,可隆-华东,三合一夹克,551,1257,309,1863,2632,1948,7381693.49,2632,2117,4176.15,1088.39,2108.21,2815.66,3468.7,4176.15,4883.61,5536.64,6461.77,2589.61,430.3
2026,可隆-华东,其他,420,569,142,770,1789,816,391117.83,1789,1131,329.54,98.12,143.12,206.89,265.76,329.54,393.31,452.18,535.58,221.5,33.13
2026,可隆-华东,卫衣,1417,1756,413,3468,4937,2836,2245802.1,4937,3586,973.36,243.0,511.65,669.61,815.41,973.36,1131.31,1277.11,1483.67,457.91,107.34
2026,可隆-华东,抓绒夹克,562,1635,241,2416,3757,2677,3854532.0,3757,2438,1828.34,562.0,760.54,1125.84,1463.04,1828.34,2193.63,2530.83,3008.53,1044.74,269.41
2026,可隆-华东,棉服,1096,1958,416,2728,4968,1882,11393285.54,4968,3470,3185.9,863.37,1545.5,2106.69,2624.71,3185.9,3747.09,4265.12,4998.98,2312.43,569.01
2026,可隆-华东,短袖T恤,2938,2869,1005,4956,10721,5976,6408536.12,10721,6812,771.21,227.8,338.4,486.47,623.15,771.21,919.28,1055.96,1249.59,612.78,162.86
2026,可隆-华东,短裤,1046,666,291,1636,3016,1770,1855792.97,3016,2003,822.79,132.56,570.93,657.09,736.63,822.79,908.96,988.5,1101.18,603.25,136.17
2026,可隆-华东,羽绒服,2786,1888,394,4776,7041,4316,19330392.41,7041,5068,3942.49,713.65,2586.55,3050.42,3478.61,3942.49,4406.36,4834.55,5441.16,2712.89,652.39
2026,可隆-华东,衬衫,868,1106,276,1582,3055,2213,1987088.08,3055,2250,1062.23,189.93,701.36,824.81,938.77,1062.23,1185.68,1299.64,1461.08,685.91,110.44
2026,可隆-华东,软壳夹克,1563,1805,495,2868,6828,4170,15211299.18,6828,3863,3160.93,503.3,2204.66,2531.81,2833.78,3160.93,3488.07,3790.04,4217.84,2257.19,424.37
2026,可隆-华东,连衣裙,381,366,148,875,1394,498,1578798.55,1394,895,1664.8,412.8,880.49,1148.8,1396.48,1664.8,1933.12,2180.8,2531.67,1080.42,168.94
2026,可隆-华东,配件,1059,2115,491,3037,5882,2892,2083681.99,5882,3665,394.17,122.9,160.65,240.54,314.28,394.17,474.06,547.8,652.27,321.31,54.76
2026,可隆-华东,针织夹克,678,1141,205,1993,3104,1566,2894041.35,3104,2024,1403.12,305.44,822.79,1021.32,1204.59,1403.12,1601.66,1784.92,2044.55,925.19,172.87
2026,可隆-华东,长袖T恤,1156,2945,297,4294,6770,4992,4583178.31,6770,4398,885.22,130.46,637.34,722.14,800.42,885.22,970.02,1048.3,1159.19,655.25,170.81
2026,可隆-华东,长裤,1315,1260,555,3233,5521,2923,4321022.95,5521,3130,1041.75,296.75,477.91,670.8,848.86,1041.75,1234.64,1412.69,1664.93,716.7,187.66
2026,可隆-华东,防水夹克,3024,3590,1085,6211,10878,5277,29810333.17,10878,7699,3307.44,779.45,1826.49,2333.13,2800.8,3307.44,3814.08,4281.75,4944.28,2590.79,550.59
2026,可隆-华东,防风夹克,1173,1629,625,2692,4848,1909,7748218.71,4848,3427,2342.31,379.97,1620.37,1867.35,2095.33,2342.31,2589.29,2817.27,3140.25,1642.41,209.78
2026,可隆-华东,鞋,1275,1932,622,3580,6973,3102,9366580.99,6973,3829,2083.68,512.75,1109.47,1442.75,1750.4,2083.68,2416.97,2724.62,3160.45,1420.58,296.11
2026,可隆-华东,马夹,740,1110,331,1766,3168,1885,4347312.07,3168,2181,1821.59,285.98,1278.22,1464.11,1635.7,1821.59,2007.48,2179.06,2422.15,1277.35,289.63
2026,可隆-华北,POLO,834,1033,316,1878,3378,1897,2112209.48,3378,2183,894.96,204.34,506.72,639.54,762.15,894.96,1027.78,1150.39,1324.07,572.65,91.64
2026,可隆-华北,三合一夹克,645,936,390,1808,2278,1487,9510923.73,2278,1971,4589.4,1131.37,2439.81,3175.19,3854.01,4589.4,5324.79,6003.61,6965.27,3855.28,733.34
2026,可隆-华北,其他,351,499,81,871,1357,579,294778.82,1357,931,306.94,58.85,195.12,233.37,268.69,306.94,345.2,380.51,430.54,233.76,52.32
2026,可隆-华北,卫衣,1441,1876,442,4050,5989,2315,5740551.9,5989,3759,1291.35,199.32,912.64,1042.2,1161.79,1291.35,1420.91,1540.5,1709.92,905.36,131.23
2026,可隆-华北,抓绒夹克,916,1475,276,2357,4183,1643,4179079.46,4183,2667,1459.23,446.66,610.58,900.91,1168.9,1459.23,1749.56,2017.56,2397.22,987.69,150.19
2026,可隆-华北,棉服,944,1469,242,2237,4382,2765,8415359.57,4382,2655,2678.53,537.43,1657.42,2006.75,2329.2,2678.53,3027.86,3350.32,3807.14,1876.56,361.61
2026,可隆-华北,短袖T恤,1401,1229,618,3310,5403,3103,3551236.29,5403,3248,796.87,181.51,452.01,569.99,678.89,796.87,914.85,1023.75,1178.03,607.38,99.07
2026,可隆-华北,短裤,820,1390,218,2426,3881,2829,1812073.64,3881,2428,716.26,205.95,324.96,458.82,582.39,716.26,850.13,973.7,1148.76,489.13,102.16
2026,可隆-华北,羽绒服,1712,2680,947,4516,7243,4781,17592697.85,7243,5339,3561.12,1113.38,1445.69,2169.39,2837.42,3561.12,4284.82,4952.85,5899.23,2564.71,656.1
2026,可隆-华北,衬衫,1102,2095,343,2561,5488,3022,4515587.87,5488,3540,1102.98,172.63,774.99,887.2,990.77,1102.98,1215.19,1318.77,1465.5,778.7,168.73
2026,可隆-华北,软壳夹克,1299,2111,874,3249,7035,3808,13212406.83,7035,4284,2508.31,367.17,1810.69,2049.35,2269.65,2508.31,2746.97,2967.27,3279.37,1743.62,277.45
2026,可隆-华北,连衣裙,202,457,78,528,982,412,1304554.1,982,737,1461.85,355.36,786.66,1017.65,1230.86,1461.85,1692.83,1906.05,2208.11,1301.9,190.65
2026,可隆-华北,配件,1251,1318,502,2476,5265,2739,1340686.15,5265,3071,403.98,110.08,194.82,266.38,332.43,403.98,475.54,541.59,635.16,251.12,32.43
2026,可隆-华北,针织夹克,976,570,282,1631,3357,1916,4143835.53,3357,1828,1380.1,282.96,842.47,1026.4,1196.18,1380.1,1564.03,1733.81,1974.33,1149.43,168.01
2026,可隆-华北,长袖T恤,1708,2188,551,3740,4921,2300,2876707.88,4921,4447,884.97,139.27,620.36,710.88,794.45,884.97,975.5,1059.06,1177.44,540.62,86.35
2026,可隆-华北,长裤,1608,2635,639,3852,7904,3777,6556138.65,7904,4882,1242.94,215.52,833.44,973.53,1102.85,1242.94,1383.03,1512.34,1695.54,848.82,145.19
2026,可隆-华北,防水夹克,1345,3653,599,5025,9339,3711,22138059.58,9339,5597,3770.99,981.49,1906.15,2544.12,3133.02,3770.99,4408.96,4997.85,5832.12,2128.47,316.17
2026,可隆-华北,防风夹克,2030,1939,511,4076,7093,2967,14519695.36,7093,4480,2526.49,640.9,1308.77,1725.36,2109.9,2526.49,2943.07,3327.61,3872.38,1985.2,496.44
2026,可隆-华北,鞋,1143,1590,372,2570,5526,2426,7356963.67,5526,3105,2253.84,386.87,1518.8,1770.26,2002.38,2253.84,2505.31,2737.43,3066.26,1369.85,187.35
2026,可隆-华北,马夹,864,1015,333,2232,3666,2298,5179736.12,3666,2212,1716.13,286.41,1171.96,1358.12,1529.97,1716.13,1902.29,2074.14,2317.58,1227.03,214.14
2026,可隆-华南,POLO,1233,1620,328,2830,4448,1702,2874961.89,4448,3181,878.24,176.92,542.09,657.09,763.24,878.24,993.23,1099.38,1249.76,636.59,80.35
2026,可隆-华南,三合一夹克,482,824,208,1925,2228,1219,6695834.07,2228,1514,3764.81,1135.72,1606.94,2345.16,3026.59,3764.81,4503.02,5184.45,6149.81,3073.06,371.37
2026,可隆-华南,其他,242,571,150,813,1484,574,257997.65,1484,963,255.64,65.17,131.82,174.18,213.28,255.64,298.0,337.1,392.49,164.02,30.0
2026,可隆-华南,卫衣,995,2183,476,3078,5571,2481,5034271.38,5571,3654,1317.94,312.6,724.01,927.19,1114.75,1317.94,1521.13,1708.69,1974.4,889.13,154.62
2026,可隆-华南,抓绒夹克,803,715,243,1414,2582,1706,2715555.17,2582,1761,1726.97,510.86,756.33,1088.39,1394.91,1726.97,2059.03,2365.55,2799.78,1058.6,291.7
2026,可隆-华南,棉服,651,1458,299,1961,3944,1758,7473328.01,3944,2408,2664.16,443.27,1821.95,2110.07,2376.04,2664.16,2952.29,3218.26,3595.04,1845.3,306.08
2026,可隆-华南,短袖T恤,2789,3111,1004,4716,10534,4867,4711924.63,10534,6904,688.47,111.74,476.16,548.79,615.84,688.47,761.11,828.16,923.14,411.21,95.33
2026,可隆-华南,短裤,478,1145,202,1770,2858,1088,1352096.52,2858,1825,783.02,246.46,314.75,474.95,622.82,783.02,943.22,1091.09,1300.59,489.21,115.68
2026,可隆-华南,羽绒服,1342,1512,449,3483,5030,2972,14143335.31,5030,3303,3527.13,953.21,1716.04,2335.62,2907.55,3527.13,4146.71,4718.64,5528.86,2884.82,702.02
2026,可隆-华南,衬衫,471,1646,256,2095,3620,1972,2202557.03,3620,2373,1045.44,313.02,450.71,654.17,841.98,1045.44,1248.91,1436.72,1702.78,669.43,112.65
2026,可隆-华南,软壳夹克,1716,1618,718,4185,7789,3204,10514000.02,7789,4052,2232.04,489.85,1301.32,1619.72,1913.64,2232.04,2550.45,2844.36,3260.73,1393.1,209.4
2026,可隆-华南,连衣裙,264,260,42,447,966,600,775913.0,966,566,1431.1,282.82,893.74,1077.57,1247.27,1431.1,1614.94,1784.63,2025.03,891.01,202.59
2026,可隆-华南,配件,668,1396,409,1926,4509,1701,935555.29,4509,2473,435.0,131.52,185.11,270.6,349.51,435.0,520.49,599.4,711.2,221.25,55.09
2026,可隆-华南,针织夹克,615,935,175,1918,2937,1298,2634178.51,2937,1725,1289.09,409.27,511.47,777.5,1023.06,1289.09,1555.11,1800.68,2148.56,934.67,176.56
2026,可隆-华南,长袖T恤,1780,1624,731,3590,6298,3943,3840566.68,6298,4135,829.32,233.8,385.11,537.07,677.35,829.32,981.29,1121.57,1320.29,619.0,99.63
2026,可隆-华南,长裤,1500,1423,215,3395,6182,3062,6423202.69,6182,3138,1387.95,236.85,937.95,1091.9,1234.0,1387.95,1541.9,1684.01,1885.33,1049.78,242.7
2026,可隆-华南,防水夹克,1413,1944,260,3216,7154,4893,20427532.5,7154,3617,3468.47,533.8,2454.25,2801.22,3121.5,3468.47,3815.43,4135.71,4589.44,2461.66,568.31
2026,可隆-华南,防风夹克,1261,3708,376,4424,10147,5484,18921002.42,10147,5345,2443.67,462.55,1564.82,1865.48,2143.01,2443.67,2744.33,3021.86,3415.03,1896.71,343.13
2026,可隆-华南,鞋,1164,1309,135,2688,3049,1589,5807578.18,3049,2608,2355.63,686.87,1050.58,1497.04,1909.16,2355.63,2802.09,3214.21,3798.05,1823.0,233.22
2026,可隆-华南,马夹,1283,827,378,2034,4529,1787,5752728.74,4529,2488,1856.25,547.26,816.45,1172.17,1500.53,1856.25,2211.97,2540.33,3005.5,1278.45,271.33
2026,可隆-华西,POLO,1410,980,396,2604,5169,2906,3377244.75,5169,2786,860.48,251.5,382.63,546.1,697.0,860.48,1023.95,1174.85,1388.63,637.81,151.25
2026,可隆-华西,三合一夹克,630,560,167,1412,2230,958,5450858.68,2230,1357,3988.6,1164.47,1776.11,2533.01,3231.69,3988.6,4745.51,5444.19,6433.99,2592.75,660.28
2026,可隆-华西,其他,342,498,101,758,1377,802,288951.42,1377,941,264.45,43.06,182.64,210.62,236.46,264.45,292.43,318.27,354.87,214.68,32.99
2026,可隆-华西,卫衣,1343,1243,249,2169,4260,2152,3057507.99,4260,2835,1215.28,261.41,718.59,888.51,1045.36,1215.28,1385.19,1542.04,1764.24,740.24,124.52
2026,可隆-华西,抓绒夹克,582,713,203,1353,2726,1873,3460527.77,2726,1498,1788.75,417.34,995.8,1267.07,1517.48,1788.75,2060.03,2310.43,2665.18,1160.22,175.95
2026,可隆-华西,棉服,781,1226,158,1908,3643,2054,7912369.79,3643,2165,2949.23,868.09,1299.87,1864.12,2384.98,2949.23,3513.49,4034.34,4772.22,2149.19,476.35
2026,可隆-华西,短袖T恤,974,2650,558,3713,7473,3998,4756115.9,7473,4182,756.99,176.88,420.91,535.89,642.02,756.99,871.97,978.1,1128.45,620.69,82.42
2026,可隆-华西,短裤,819,760,269,1937,2656,1763,2731895.96,2656,1848,922.53,225.43,494.21,640.74,776.0,922.53,1069.06,1204.32,1395.94,970.6,171.05
2026,可隆-华西,羽绒服,1176,1309,309,2268,4556,2813,16320557.47,4556,2794,3639.72,916.88,1897.66,2493.62,3043.75,3639.72,4235.69,4785.81,5565.16,3426.13,722.11
2026,可隆-华西,衬衫,594,1132,150,1402,2882,1998,2564462.87,2882,1876,1038.04,276.15,513.35,692.85,858.54,1038.04,1217.53,1383.22,1617.95,864.76,128.81
2026,可隆-华西,软壳夹克,2218,2306,481,3926,8185,3920,16282100.67,8185,5005,2906.41,411.16,2125.21,2392.46,2639.16,2906.41,3173.66,3420.35,3769.83,1970.67,435.71
2026,可隆-华西,连衣裙,258,136,48,366,743,331,773277.49,743,442,1444.54,297.85,878.62,1072.23,1250.94,1444.54,1638.15,1816.86,2070.04,1040.98,273.55
2026,可隆-华西,配件,1027,1032,426,2108,3742,1559,1164960.81,3742,2485,449.84,102.6,254.89,321.58,383.14,449.84,516.53,578.09,665.31,295.3,51.52
2026,可隆-华西,针织夹克,416,1130,79,1570,2205,1028,1572903.33,2205,1625,1182.99,256.01,696.58,862.98,1016.58,1182.99,1349.39,1502.99,1720.6,747.69,208.53
2026,可隆-华西,长袖T恤,1315,2224,319,3205,5381,2348,3715057.62,5381,3858,987.35,276.26,462.46,642.03,807.78,987.35,1166.92,1332.68,1567.5,701.85,84.81
2026,可隆-华西,长裤,877,3226,360,3282,6043,4492,6589847.96,6043,4463,1457.22,392.58,711.33,966.5,1202.04,1457.22,1712.39,1947.94,2281.63,1131.55,240.32
2026,可隆-华西,防水夹克,961,3306,448,3630,6804,3913,16501405.91,6804,4715,3631.35,784.18,2141.4,2651.12,3121.63,3631.35,4141.07,4611.58,5278.13,2365.7,483.51
2026,可隆-华西,防风夹克,2285,1363,697,3215,7817,5197,15100310.4,7817,4345,2520.29,374.2,1809.31,2052.54,2277.06,2520.29,2763.53,2988.05,3306.12,1880.95,362.15
2026,可隆-华西,鞋,822,1991,230,2485,5354,2020,9887042.23,5354,3043,2299.52,383.29,1571.27,1820.41,2050.38,2299.52,2548.66,2778.64,3104.44,1812.78,488.83
2026,可隆-华西,马夹,817,1111,251,1571,3435,1204,4961253.74,3435,2179,1912.94,345.77,1255.98,1480.73,1688.19,1912.94,2137.69,2345.15,2639.05,1451.42,180.09
2026,可隆-安徽,POLO,1287,1549,450,2295,4704,2303,2225175.59,4704,3286,726.44,199.96,346.51,476.49,596.47,726.44,856.42,976.39,1146.36,461.82,69.51
2026,可隆-安徽,三合一夹克,424,985,67,1351,2237,1665,6352032.66,2237,1476,3655.21,1117.05,1532.82,2258.9,2929.13,3655.21,4381.3,5051.52,6001.02,2683.51,437.51
2026,可隆-安徽,其他,227,215,47,442,698,450,142322.35,698,489,269.29,62.38,150.77,191.31,228.74,269.29,309.83,347.26,400.28,205.29,28.46
2026,可隆-安徽,卫衣,647,1111,146,1517,3235,1147,2609858.33,3235,1904,1060.29,168.96,739.26,849.09,950.46,1060.29,1170.11,1271.49,1415.11,738.25,182.6
2026,可隆-安徽,抓绒夹克,428,868,176,1229,2374,1380,2922773.39,2374,1472,1561.67,368.13,862.22,1101.5,1322.38,1561.67,1800.96,2021.84,2334.75,1236.68,291.34
2026,可隆-安徽,棉服,418,424,125,863,1585,786,3333213.77,1585,967,2449.41,653.86,1207.08,1632.09,2024.4,2449.41,2874.42,3266.74,3822.52,2050.19,297.76
2026,可隆-安徽,短袖T恤,755,1559,379,2391,3951,2798,2077753.77,3951,2693,708.13,212.21,304.94,442.88,570.2,708.13,846.07,973.39,1153.77,524.76,116.97
2026,可隆-安徽,短裤,514,617,155,1065,1679,920,1185176.42,1679,1286,869.09,167.47,550.89,659.75,760.24,869.09,977.95,1078.43,1220.79,625.98,114.39
2026,可隆-安徽,羽绒服,1035,1900,284,2541,5084,2143,12678161.9,5084,3219,3671.39,812.22,2128.18,2656.12,3143.45,3671.39,4199.34,4686.67,5377.05,2570.37,389.05
2026,可隆-安徽,衬衫,949,540,319,1556,2841,1851,2199144.36,2841,1808,1104.63,251.87,626.07,789.79,940.91,1104.63,1268.34,1419.47,1633.56,808.32,120.02
2026,可隆-安徽,软壳夹克,1089,1640,192,2122,4303,3080,7334291.92,4303,2921,2544.43,380.95,1820.62,2068.24,2296.81,2544.43,2792.05,3020.62,3344.43,1711.44,478.92
2026,可隆-安徽,连衣裙,147,256,29,337,782,486,831570.07,782,432,1496.31,445.61,649.65,939.3,1206.66,1496.31,1785.95,2053.32,2432.08,1040.75,178.78
2026,可隆-安徽,配件,1301,887,327,1817,4332,2114,1253074.86,4332,2515,425.44,128.81,180.7,264.43,341.71,425.44,509.17,586.46,695.95,318.24,62.47
2026,可隆-安徽,针织夹克,392,580,45,921,1504,720,2002850.41,1504,1017,1487.45,268.88,976.58,1151.35,1312.68,1487.45,1662.23,1823.56,2052.11,1294.66,350.25
2026,可隆-安徽,长袖T恤,1354,1655,345,2822,5348,2472,3115473.84,5348,3354,892.57,192.97,525.94,651.37,767.14,892.57,1018.0,1133.78,1297.8,548.46,105.93
2026,可隆-安徽,长裤,875,1562,283,1878,3637,1910,3386845.74,3637,2720,1299.09,282.75,761.87,945.66,1115.31,1299.09,1482.88,1652.53,1892.86,945.56,192.64
2026,可隆-安徽,防水夹克,1096,2391,269,3703,6594,2436,15271675.85,6594,3756,3183.46,899.74,1473.96,2058.79,2598.64,3183.46,3768.29,4308.14,5072.91,2317.78,292.56
2026,可隆-安徽,防风夹克,1210,1202,233,2385,3708,2046,5056511.2,3708,2645,2258.21,535.34,1241.06,1589.04,1910.24,2258.21,2606.19,2927.39,3382.44,1373.16,319.31
2026,可隆-安徽,鞋,552,1436,189,1990,3661,2460,5149338.39,3661,2177,2127.33,436.55,1297.89,1581.64,1843.57,2127.33,2411.08,2673.01,3044.08,1517.11,217.05
2026,可隆-安徽,马夹,280,406,168,918,1392,619,1568581.98,1392,854,1692.83,290.25,1141.35,1330.02,1504.17,1692.83,1881.5,2055.65,2302.36,1163.99,187.23
2026,可隆-山西,POLO,963,1340,127,1974,3909,1425,3148306.56,3909,2430,1058.75,185.77,705.78,826.54,938.0,1058.75,1179.51,1290.97,1448.88,813.61,168.18
2026,可隆-山西,三合一夹克,518,655,117,966,1880,1233,5176039.4,1880,1290,3859.55,1061.89,1841.96,2532.19,3169.32,3859.55,4549.77,5186.9,6089.51,2851.01,719.0
2026,可隆-山西,其他,141,270,74,431,729,336,165821.53,729,485,307.63,95.71,125.78,187.99,245.42,307.63,369.84,427.27,508.62,218.32,59.61
2026,可隆-山西,卫衣,901,788,187,1533,3248,1633,2288747.64,3248,1876,1251.2,317.39,648.16,854.46,1044.89,1251.2,1457.5,1647.93,1917.71,680.99,115.14
